,,
,,
Characteristic Energy eV,1486.6,Acquisition Time s
BE_Sur1 1,CPS_Sur1 1,Background_Sur1 1
1079.1,26464.7,26464.7
1078.7,26420.6,26420.6
1078.3,26558.8,26558.8
1077.9,26791.2,26791.2
1077.5,26373.5,26373.5
1077.1,26761.8,26761.8
1076.7,26555.9,26555.9
1076.3,26832.4,26832.4
1075.9,26670.6,26670.6
1075.5,26841.2,26841.2
1075.1,26955.9,26955.9
1074.7,26776.5,26776.5
1074.3,27026.5,27026.5
1073.9,27461.8,27461.8
1073.5,26573.5,26573.5
1073.1,27052.9,27052.9
1072.7,26858.8,26858.8
1072.3,26235.3,26235.3
1071.9,27108.8,27108.8
1071.5,26944.1,26944.1
1071.1,27667.6,27667.6
1070.7,26979.4,26979.4
1070.3,26947.1,26947.1
1069.9,26591.2,26591.2
1069.5,27447.1,27447.1
1069.1,27011.8,27011.8
1068.7,27150,27150
1068.3,26829.4,26829.4
1067.9,26702.9,26702.9
1067.5,26600,26600
1067.1,27117.6,27117.6
1066.7,27447.1,27447.1
1066.3,27405.9,27405.9
1065.9,26870.6,26870.6
1065.5,27335.3,27335.3
1065.1,27223.5,27223.5
1064.7,27373.5,27373.5
1064.3,27211.8,27211.8
1063.9,27061.8,27061.8
1063.5,27426.5,27426.5
1063.1,27208.8,27208.8
1062.7,28029.4,28029.4
1062.3,27252.9,27252.9
1061.9,27694.1,27694.1
1061.5,27755.9,27755.9
1061.1,27055.9,27055.9
1060.7,27644.1,27644.1
1060.3,27955.9,27955.9
1059.9,27694.1,27694.1
1059.5,27264.7,27264.7
1059.1,27564.7,27564.7
1058.7,27647.1,27647.1
1058.3,27970.6,27970.6
1057.9,27961.8,27961.8
1057.5,27570.6,27570.6
1057.1,27720.6,27720.6
1056.7,27550,27550
1056.3,28755.9,28755.9
1055.9,27629.4,27629.4
1055.5,27655.9,27655.9
1055.1,27994.1,27994.1
1054.7,28126.5,28126.5
1054.3,28738.2,28738.2
1053.9,27550,27550
1053.5,28167.6,28167.6
1053.1,28055.9,28055.9
1052.7,27979.4,27979.4
1052.3,27973.5,27973.5
