Number,Time/s,Voltage/V,Current/A,Current_density/muAcm
4307,5512.0,-1.45625,-4.1285e-06,-3.7531818181818175
4308,5513.0,-1.462625,-4.127e-06,-3.7518181818181815
4309,5514.0,-1.469,-4.1235e-06,-3.748636363636364
4310,5516.0,-1.4755,-4.1208e-06,-3.746181818181818
4311,5517.0,-1.481875,-4.1147e-06,-3.740636363636364
4312,5518.0,-1.48825,-4.1177e-06,-3.743363636363636
4313,5519.0,-1.494625,-4.115e-06,-3.7409090909090903
4314,5521.0,-1.49775,-4.0309e-06,-3.664454545454545
4315,5522.0,-1.491875,-3.894e-06,-3.54
4316,5523.0,-1.4855,-3.8079e-06,-3.4617272727272725
4317,5524.0,-1.479,-3.7331e-06,-3.3937272727272725
4318,5526.0,-1.472625,-3.6664e-06,-3.333090909090909
4319,5527.0,-1.46625,-3.6052e-06,-3.277454545454545
4320,5528.0,-1.459875,-3.5544e-06,-3.231272727272726
4321,5530.0,-1.4535,-3.5044e-06,-3.1858181818181817
4322,5531.0,-1.447,-3.4597e-06,-3.1451818181818183
4323,5532.0,-1.440625,-3.4163e-06,-3.105727272727272
4324,5533.0,-1.43425,-3.3765e-06,-3.0695454545454544
4325,5535.0,-1.427875,-3.3326e-06,-3.029636363636364
4326,5536.0,-1.4215,-3.2952e-06,-2.9956363636363634
4327,5537.0,-1.415,-3.2612e-06,-2.964727272727272
4328,5539.0,-1.408625,-3.2264e-06,-2.9330909090909087
4329,5540.0,-1.40225,-3.187e-06,-2.8972727272727274
4330,5541.0,-1.395875,-3.1567e-06,-2.869727272727273
4331,5542.0,-1.3895,-3.1239e-06,-2.8399090909090905
4332,5544.0,-1.383,-3.0945e-06,-2.813181818181818
4333,5545.0,-1.376625,-3.0618e-06,-2.783454545454545
4334,5546.0,-1.37025,-3.0322e-06,-2.756545454545454
4335,5548.0,-1.363875,-3.0031e-06,-2.730090909090909
4336,5549.0,-1.357375,-2.9735e-06,-2.703181818181818
4337,5550.0,-1.351,-2.9488e-06,-2.6807272727272724
4338,5551.0,-1.344625,-2.92e-06,-2.6545454545454543
4339,5553.0,-1.33825,-2.8924e-06,-2.629454545454545
4340,5554.0,-1.331875,-2.8645e-06,-2.604090909090909
4341,5555.0,-1.325375,-2.8341e-06,-2.5764545454545456
4342,5556.0,-1.319,-2.8101e-06,-2.554636363636363
4343,5558.0,-1.312625,-2.7818e-06,-2.5289090909090906
4344,5559.0,-1.30625,-2.7579e-06,-2.507181818181818
4345,5560.0,-1.299875,-2.7328e-06,-2.484363636363636
4346,5562.0,-1.293375,-2.7077e-06,-2.4615454545454543
4347,5563.0,-1.287,-2.6817e-06,-2.437909090909091
4348,5564.0,-1.280625,-2.6565e-06,-2.415
4349,5565.0,-1.27425,-2.6331e-06,-2.3937272727272725
4350,5567.0,-1.267875,-2.6112e-06,-2.373818181818182
4351,5568.0,-1.261375,-2.5843e-06,-2.349363636363636
4352,5569.0,-1.255,-2.5621e-06,-2.329181818181818
4353,5571.0,-1.248625,-2.5399e-06,-2.309
4354,5572.0,-1.24225,-2.5183e-06,-2.2893636363636363
4355,5573.0,-1.23575,-2.4973e-06,-2.2702727272727268
4356,5574.0,-1.229375,-2.4699e-06,-2.245363636363636
4357,5576.0,-1.223,-2.4456e-06,-2.223272727272727
4358,5577.0,-1.216625,-2.4203e-06,-2.2002727272727274
4359,5578.0,-1.21025,-2.3971e-06,-2.179181818181818
4360,5580.0,-1.20375,-2.3756e-06,-2.159636363636364
4361,5581.0,-1.197375,-2.3501e-06,-2.1364545454545456
4362,5582.0,-1.191,-2.33e-06,-2.118181818181818
4363,5583.0,-1.184625,-2.3074e-06,-2.097636363636364
4364,5585.0,-1.17825,-2.2839e-06,-2.0762727272727277
4365,5586.0,-1.17175,-2.2579e-06,-2.052636363636364
4366,5587.0,-1.165375,-2.2363e-06,-2.033
4367,5588.0,-1.159,-2.2099e-06,-2.0089999999999995
4368,5590.0,-1.152625,-2.1863e-06,-1.9875454545454545
4369,5591.0,-1.14625,-2.1626e-06,-1.966
4370,5592.0,-1.13975,-2.1394e-06,-1.9449090909090905
4371,5594.0,-1.133375,-2.1167e-06,-1.924272727272727
4372,5595.0,-1.127,-2.0985e-06,-1.9077272727272725
4373,5596.0,-1.120625,-2.0788e-06,-1.8898181818181812
4374,5597.0,-1.114125,-2.0583e-06,-1.871181818181818
4375,5599.0,-1.10775,-2.0386e-06,-1.853272727272727
4376,5600.0,-1.101375,-2.0207e-06,-1.837
4377,5601.0,-1.095,-2.0002e-06,-1.818363636363636
4378,5603.0,-1.088625,-1.9861e-06,-1.8055454545454543
4379,5604.0,-1.082125,-1.9669e-06,-1.788090909090909
4380,5605.0,-1.07575,-1.9499e-06,-1.7726363636363636
4381,5606.0,-1.069375,-1.9318e-06,-1.756181818181818
4382,5608.0,-1.063,-1.9155e-06,-1.7413636363636364
4383,5609.0,-1.056625,-1.8984e-06,-1.7258181818181817
4384,5610.0,-1.050125,-1.8784e-06,-1.7076363636363636
4385,5612.0,-1.04375,-1.8632e-06,-1.6938181818181817
4386,5613.0,-1.037375,-1.8521e-06,-1.6837272727272727
4387,5614.0,-1.031,-1.8347e-06,-1.6679090909090908
4388,5615.0,-1.024625,-1.8204e-06,-1.6549090909090909
4389,5617.0,-1.018125,-1.8085e-06,-1.644090909090909
4390,5618.0,-1.01175,-1.7928e-06,-1.6298181818181816
4391,5619.0,-1.005375,-1.7791e-06,-1.6173636363636363
4392,5620.0,-0.999,-1.7656e-06,-1.6050909090909091
4393,5622.0,-0.9925,-1.7505e-06,-1.591363636363636
4394,5623.0,-0.986125,-1.7376e-06,-1.5796363636363635
4395,5624.0,-0.97975,-1.7221e-06,-1.5655454545454544
4396,5626.0,-0.973375,-1.7107e-06,-1.555181818181818
4397,5627.0,-0.967,-1.6969e-06,-1.5426363636363636
4398,5628.0,-0.9605,-1.6815e-06,-1.5286363636363636
4399,5629.0,-0.954125,-1.6689e-06,-1.5171818181818182
4400,5631.0,-0.94775,-1.6561e-06,-1.5055454545454543
4401,5632.0,-0.941375,-1.6395e-06,-1.4904545454545453
4402,5633.0,-0.935,-1.6282e-06,-1.480181818181818
4403,5635.0,-0.9285,-1.6125e-06,-1.4659090909090908
4404,5636.0,-0.922125,-1.597e-06,-1.4518181818181817
4405,5637.0,-0.91575,-1.5865e-06,-1.4422727272727272
4406,5638.0,-0.909375,-1.5747e-06,-1.4315454545454545
4407,5640.0,-0.903,-1.564e-06,-1.4218181818181816
4408,5641.0,-0.8965,-1.5522e-06,-1.411090909090909
4409,5642.0,-0.890125,-1.5375e-06,-1.3977272727272727
4410,5644.0,-0.88375,-1.5247e-06,-1.3860909090909088
4411,5645.0,-0.877375,-1.5146e-06,-1.3769090909090909
4412,5646.0,-0.870875,-1.4997e-06,-1.3633636363636363
4413,5647.0,-0.8645,-1.4841e-06,-1.349181818181818
4414,5649.0,-0.858125,-1.4743e-06,-1.340272727272727
4415,5650.0,-0.85175,-1.4603e-06,-1.3275454545454544
4416,5651.0,-0.845375,-1.4467e-06,-1.3151818181818182
4417,5652.0,-0.838875,-1.4353e-06,-1.3048181818181817
4418,5654.0,-0.8325,-1.4178e-06,-1.2889090909090908
4419,5655.0,-0.826125,-1.4043e-06,-1.2766363636363636
4420,5656.0,-0.81975,-1.3922e-06,-1.2656363636363634
4421,5658.0,-0.813375,-1.3779e-06,-1.2526363636363635
4422,5659.0,-0.806875,-1.3671e-06,-1.2428181818181816
4423,5660.0,-0.8005,-1.3516e-06,-1.2287272727272724
4424,5661.0,-0.794125,-1.3372e-06,-1.2156363636363636
4425,5663.0,-0.78775,-1.3235e-06,-1.203181818181818
4426,5664.0,-0.78125,-1.3124e-06,-1.193090909090909
4427,5665.0,-0.774875,-1.2989e-06,-1.1808181818181818
4428,5667.0,-0.7685,-1.2881e-06,-1.1709999999999998
4429,5668.0,-0.762125,-1.2727e-06,-1.1569999999999998
4430,5669.0,-0.75575,-1.2579e-06,-1.1435454545454544
4431,5670.0,-0.74925,-1.2494e-06,-1.1358181818181818
4432,5672.0,-0.742875,-1.2366e-06,-1.124181818181818
4433,5673.0,-0.7365,-1.2258e-06,-1.1143636363636362
4434,5674.0,-0.730125,-1.2166e-06,-1.106
4435,5676.0,-0.72375,-1.2056e-06,-1.096
