Number,t,E,I,j
284,362.2,-1.309125,-1.068e-05,-9.709090909090907
285,363.5,-1.3155,-1.065e-05,-9.681818181818182
286,364.8,-1.321875,-1.062e-05,-9.654545454545453
287,366.1,-1.32825,-1.06e-05,-9.636363636363637
288,367.4,-1.33475,-1.056e-05,-9.6
289,368.6,-1.341125,-1.053e-05,-9.572727272727272
290,369.9,-1.3475,-1.049e-05,-9.536363636363635
291,371.2,-1.353875,-1.047e-05,-9.518181818181816
292,372.5,-1.36025,-1.043e-05,-9.48181818181818
293,373.8,-1.366625,-1.04e-05,-9.454545454545451
294,375.0,-1.373125,-1.037e-05,-9.427272727272728
295,376.3,-1.3795,-1.033e-05,-9.39090909090909
296,377.6,-1.385875,-1.03e-05,-9.363636363636362
297,378.9,-1.39225,-1.026e-05,-9.327272727272726
298,380.2,-1.398625,-1.024e-05,-9.309090909090909
299,381.4,-1.405125,-1.02e-05,-9.272727272727272
300,382.7,-1.4115,-1.018e-05,-9.254545454545456
301,384.0,-1.417875,-1.016e-05,-9.236363636363636
302,385.3,-1.42425,-1.012e-05,-9.2
303,386.6,-1.430625,-1.011e-05,-9.19090909090909
304,387.8,-1.437125,-1.007e-05,-9.154545454545454
305,389.1,-1.4435,-1.005e-05,-9.136363636363637
306,390.4,-1.449875,-1.002e-05,-9.10909090909091
307,391.7,-1.45625,-1.002e-05,-9.10909090909091
308,393.0,-1.462625,-9.987e-06,-9.079090909090908
309,394.2,-1.469125,-9.965e-06,-9.059090909090909
310,395.5,-1.4755,-9.957e-06,-9.05181818181818
311,396.8,-1.481875,-9.945e-06,-9.040909090909093
312,398.1,-1.48825,-9.912e-06,-9.01090909090909
313,399.4,-1.494625,-9.906e-06,-9.005454545454544
314,400.6,-1.49775,-9.701e-06,-8.819090909090908
315,401.9,-1.491875,-9.399e-06,-8.544545454545453
316,403.2,-1.4855,-9.227e-06,-8.388181818181819
317,404.5,-1.479,-9.099e-06,-8.271818181818182
318,405.8,-1.472625,-8.986e-06,-8.16909090909091
319,407.0,-1.46625,-8.872e-06,-8.065454545454546
320,408.3,-1.459875,-8.781e-06,-7.982727272727271
321,409.6,-1.4535,-8.699e-06,-7.908181818181817
322,410.9,-1.447,-8.603e-06,-7.82090909090909
323,412.2,-1.440625,-8.537e-06,-7.760909090909089
324,413.4,-1.43425,-8.464e-06,-7.694545454545454
325,414.7,-1.427875,-8.384e-06,-7.621818181818181
326,416.0,-1.4215,-8.323e-06,-7.566363636363636
327,417.3,-1.415,-8.243e-06,-7.493636363636363
328,418.6,-1.408625,-8.185e-06,-7.44090909090909
329,419.8,-1.40225,-8.112e-06,-7.374545454545454
330,421.1,-1.395875,-8.053e-06,-7.320909090909091
331,422.4,-1.3895,-7.98e-06,-7.254545454545454
332,423.7,-1.383,-7.923e-06,-7.202727272727272
333,425.0,-1.376625,-7.855e-06,-7.140909090909091
334,426.2,-1.37025,-7.787e-06,-7.079090909090908
335,427.5,-1.363875,-7.731e-06,-7.0281818181818165
336,428.8,-1.357375,-7.658e-06,-6.961818181818182
337,430.1,-1.351,-7.608e-06,-6.916363636363635
338,431.4,-1.344625,-7.532e-06,-6.847272727272727
