Number,Time/s,Voltage/V,Current/A,Current_density/muAcm
4374,5597.0,-1.114125,-3.653e-06,-3.320909090909091
4375,5599.0,-1.10775,-3.691e-06,-3.355454545454545
4376,5600.0,-1.101375,-3.67e-06,-3.336363636363636
4377,5601.0,-1.095,-3.604e-06,-3.2763636363636364
4378,5603.0,-1.088625,-3.663e-06,-3.33
4379,5604.0,-1.082125,-3.601e-06,-3.2736363636363635
4380,5605.0,-1.07575,-3.541e-06,-3.219090909090909
4381,5606.0,-1.069375,-3.564e-06,-3.24
4382,5608.0,-1.063,-3.555e-06,-3.231818181818181
4383,5609.0,-1.056625,-3.537e-06,-3.2154545454545453
4384,5610.0,-1.050125,-3.518e-06,-3.1981818181818182
4385,5612.0,-1.04375,-3.507e-06,-3.188181818181818
4386,5613.0,-1.037375,-3.494e-06,-3.176363636363636
4387,5614.0,-1.031,-3.476e-06,-3.16
4388,5615.0,-1.024625,-3.46e-06,-3.145454545454545
4389,5617.0,-1.018125,-3.453e-06,-3.1390909090909087
4390,5618.0,-1.01175,-3.417e-06,-3.1063636363636364
4391,5619.0,-1.005375,-3.401e-06,-3.091818181818182
4392,5620.0,-0.999,-3.39e-06,-3.0818181818181816
4393,5622.0,-0.9925,-3.378e-06,-3.070909090909091
4394,5623.0,-0.986125,-3.361e-06,-3.055454545454545
4395,5624.0,-0.97975,-3.329e-06,-3.026363636363636
4396,5626.0,-0.973375,-3.308e-06,-3.007272727272727
4397,5627.0,-0.967,-3.291e-06,-2.9918181818181817
4398,5628.0,-0.9605,-3.276e-06,-2.978181818181818
4399,5629.0,-0.954125,-3.252e-06,-2.956363636363636
4400,5631.0,-0.94775,-3.207e-06,-2.915454545454545
4401,5632.0,-0.941375,-3.196e-06,-2.9054545454545453
4402,5633.0,-0.935,-3.17e-06,-2.8818181818181814
4403,5635.0,-0.9285,-3.143e-06,-2.857272727272727
4404,5636.0,-0.922125,-3.103e-06,-2.820909090909091
4405,5637.0,-0.91575,-3.083e-06,-2.8027272727272723
4406,5638.0,-0.909375,-3.036e-06,-2.76
4407,5640.0,-0.903,-3.007e-06,-2.7336363636363634
4408,5641.0,-0.8965,-2.972e-06,-2.7018181818181817
4409,5642.0,-0.890125,-2.954e-06,-2.685454545454545
4410,5644.0,-0.88375,-2.905e-06,-2.640909090909091
4411,5645.0,-0.877375,-2.867e-06,-2.606363636363636
4412,5646.0,-0.870875,-2.828e-06,-2.5709090909090904
4413,5647.0,-0.8645,-2.793e-06,-2.539090909090909
4414,5649.0,-0.858125,-2.766e-06,-2.514545454545454
4415,5650.0,-0.85175,-2.713e-06,-2.4663636363636363
4416,5651.0,-0.845375,-2.665e-06,-2.4227272727272724
4417,5652.0,-0.838875,-2.615e-06,-2.377272727272727
4418,5654.0,-0.8325,-2.583e-06,-2.348181818181818
4419,5655.0,-0.826125,-2.535e-06,-2.3045454545454542
4420,5656.0,-0.81975,-2.483e-06,-2.2572727272727278
4421,5658.0,-0.813375,-2.434e-06,-2.2127272727272724
4422,5659.0,-0.806875,-2.403e-06,-2.1845454545454546
4423,5660.0,-0.8005,-2.353e-06,-2.139090909090909
4424,5661.0,-0.794125,-2.299e-06,-2.09
4425,5663.0,-0.78775,-2.29e-06,-2.0818181818181816
4426,5664.0,-0.78125,-2.26e-06,-2.0545454545454542
4427,5665.0,-0.774875,-2.139e-06,-1.9445454545454544
4428,5667.0,-0.7685,-2.115e-06,-1.9227272727272728
4429,5668.0,-0.762125,-2.105e-06,-1.9136363636363636
4430,5669.0,-0.75575,-2.073e-06,-1.8845454545454543
4431,5670.0,-0.74925,-1.956e-06,-1.778181818181818
4432,5672.0,-0.742875,-1.932e-06,-1.756363636363636
4433,5673.0,-0.7365,-1.943e-06,-1.766363636363636
4434,5674.0,-0.730125,-1.903e-06,-1.73
4435,5676.0,-0.72375,-1.808e-06,-1.6436363636363636
4436,5677.0,-0.71725,-1.776e-06,-1.6145454545454545
4437,5678.0,-0.710875,-1.772e-06,-1.6109090909090908
4438,5679.0,-0.7045,-1.78e-06,-1.618181818181818
4439,5681.0,-0.698125,-1.706e-06,-1.5509090909090908
4440,5682.0,-0.69175,-1.636e-06,-1.4872727272727273
4441,5683.0,-0.68525,-1.635e-06,-1.4863636363636363
4442,5684.0,-0.678875,-1.639e-06,-1.49
4443,5686.0,-0.6725,-1.631e-06,-1.482727272727273
4444,5687.0,-0.666125,-1.523e-06,-1.3845454545454543
4445,5688.0,-0.659625,-1.499e-06,-1.3627272727272726
4446,5690.0,-0.65325,-1.478e-06,-1.3436363636363635
4447,5691.0,-0.646875,-1.486e-06,-1.3509090909090908
4448,5692.0,-0.6405,-1.432e-06,-1.3018181818181818
4449,5693.0,-0.634125,-1.406e-06,-1.278181818181818
4450,5695.0,-0.627625,-1.391e-06,-1.2645454545454542
4451,5696.0,-0.62125,-1.438e-06,-1.3072727272727271
4452,5697.0,-0.614875,-1.388e-06,-1.2618181818181815
