Number,t,E,I,j
343,437.8,-1.312625,-3.103e-06,-2.820909090909091
344,439.0,-1.30625,-3.057e-06,-2.779090909090909
345,440.3,-1.29975,-3.025e-06,-2.75
346,441.6,-1.293375,-2.986e-06,-2.714545454545454
347,442.9,-1.287,-2.951e-06,-2.6827272727272726
348,444.2,-1.280625,-2.92e-06,-2.6545454545454543
349,445.4,-1.27425,-2.877e-06,-2.6154545454545453
350,446.7,-1.26775,-2.85e-06,-2.5909090909090904
351,448.0,-1.261375,-2.818e-06,-2.5618181818181816
352,449.3,-1.255,-2.789e-06,-2.535454545454545
353,450.6,-1.248625,-2.747e-06,-2.4972727272727275
354,451.8,-1.242125,-2.712e-06,-2.4654545454545453
355,453.1,-1.23575,-2.679e-06,-2.435454545454545
356,454.4,-1.229375,-2.644e-06,-2.403636363636364
357,455.7,-1.223,-2.622e-06,-2.383636363636364
358,457.0,-1.216625,-2.594e-06,-2.358181818181818
359,458.2,-1.210125,-2.569e-06,-2.335454545454545
360,459.5,-1.20375,-2.542e-06,-2.3109090909090906
361,460.8,-1.197375,-2.496e-06,-2.269090909090909
362,462.1,-1.191,-2.469e-06,-2.244545454545454
363,463.4,-1.184625,-2.442e-06,-2.22
364,464.6,-1.178125,-2.417e-06,-2.197272727272727
365,465.9,-1.17175,-2.389e-06,-2.171818181818181
366,467.2,-1.165375,-2.354e-06,-2.14
367,468.5,-1.159,-2.316e-06,-2.105454545454545
368,469.8,-1.152625,-2.29e-06,-2.0818181818181816
369,471.0,-1.146125,-2.262e-06,-2.056363636363636
370,472.3,-1.13975,-2.23e-06,-2.027272727272727
371,473.6,-1.133375,-2.191e-06,-1.9918181818181813
372,474.9,-1.127,-2.162e-06,-1.965454545454545
373,476.2,-1.120625,-2.139e-06,-1.9445454545454544
374,477.4,-1.114125,-2.106e-06,-1.9145454545454543
375,478.7,-1.10775,-2.08e-06,-1.8909090909090909
376,480.0,-1.101375,-2.042e-06,-1.8563636363636364
377,481.3,-1.095,-2.016e-06,-1.8327272727272723
378,482.6,-1.0885,-1.996e-06,-1.8145454545454545
379,483.8,-1.082125,-1.965e-06,-1.7863636363636362
380,485.1,-1.07575,-1.939e-06,-1.7627272727272727
381,486.4,-1.069375,-1.909e-06,-1.7354545454545451
382,487.7,-1.063,-1.876e-06,-1.7054545454545451
383,489.0,-1.0565,-1.863e-06,-1.6936363636363634
384,490.2,-1.050125,-1.836e-06,-1.669090909090909
385,491.5,-1.04375,-1.81e-06,-1.6454545454545453
386,492.8,-1.037375,-1.778e-06,-1.6163636363636362
387,494.1,-1.030875,-1.766e-06,-1.6054545454545452
388,495.4,-1.0245,-1.736e-06,-1.578181818181818
389,496.6,-1.018125,-1.723e-06,-1.5663636363636364
390,497.9,-1.01175,-1.7e-06,-1.5454545454545452
